1539817010524346, -0.339329, -1.4255, 0.119817, 0, 0, 0
1539817010640841, -0.339323, -1.42547, 0.119786, 0, 0, 0
1539817010742136, -0.339316, -1.42549, 0.119824, 0, 0, 0
1539817010862286, -0.339339, -1.42553, 0.119761, 0, 0, 0
1539817010971707, -0.339332, -1.42549, 0.119748, 0, 0, 0
1539817011072860, -0.339312, -1.42549, 0.119783, 0, 0, 0
1539817011181956, -0.339346, -1.42548, 0.119771, 0, 0, 0
1539817011282386, -0.339332, -1.42551, 0.119786, 0, 0, 0
1539817011382445, -0.33932, -1.42549, 0.119803, 0, 0, 0
1539817011492293, -0.339325, -1.42553, 0.119766, 0, 0, 0
1539817011602090, -0.339321, -1.42548, 0.119768, 0, 0, 0
1539817011702376, -0.339334, -1.42549, 0.119767, 0, 0, 0
1539817011812372, -0.339331, -1.42551, 0.119724, 0, 0, 0
1539817011912392, -0.339319, -1.42549, 0.119781, 0, 0, 0
1539817012022461, -0.339323, -1.42544, 0.119745, 0, 0, 0
1539817012132415, -0.339332, -1.4255, 0.119722, 0, 0, 0
1539817012242151, -0.339309, -1.42547, 0.119767, 0, 0, 0
1539817012352118, -0.339317, -1.42548, 0.119787, 0, 0, 0
1539817012462398, -0.339319, -1.42547, 0.119775, 0, 0, 0
1539817012582136, -0.33933, -1.42546, 0.119748, 0, 0, 0
1539817012692325, -0.339321, -1.42547, 0.119733, 0, 0, 0
1539817012801511, -0.339318, -1.42547, 0.119745, 0, 0, 0
1539817012901621, -0.339318, -1.42547, 0.119745, 0, 0, 0
1539817013002136, -0.339312, -1.42549, 0.119752, 0, 0, 0
1539817013102175, -0.339318, -1.42551, 0.119735, 0, 0, 0
1539817013212128, -0.339324, -1.42545, 0.119744, 0, 0, 0
1539817013312297, -0.339318, -1.42548, 0.119781, 0, 0, 0
1539817013421787, -0.339318, -1.42547, 0.119745, 0, 0, 0
1539817013522076, -0.339332, -1.42548, 0.119744, 0, 0, 0
1539817013622341, -0.339319, -1.42546, 0.119709, 0, 0, 0
1539817013732315, -0.339328, -1.42547, 0.119679, 0, 0, 0
1539817013842291, -0.339324, -1.42547, 0.119723, 0, 0, 0
1539817013952096, -0.339321, -1.42548, 0.119738, 0, 0, 0
1539817014062099, -0.339327, -1.42548, 0.119685, 0, 0, 0
1539817014162488, -0.339318, -1.42547, 0.119745, 0, 0, 0
1539817014272328, -0.339314, -1.42547, 0.119735, 0, 0, 0
1539817014382201, -0.339321, -1.42546, 0.119708, 0, 0, 0
1539817014482486, -0.339314, -1.42547, 0.119735, 0, 0, 0
1539817014582495, -0.339319, -1.42551, 0.119729, 0, 0, 0
1539817014682576, -0.339315, -1.42548, 0.119739, 0, 0, 0
1539817014792349, -0.339322, -1.42548, 0.119705, 0, 0, 0
1539817014892375, -0.339306, -1.42549, 0.119733, 0, 0, 0
1539817015002119, -0.339318, -1.42544, 0.119712, 0, 0, 0
1539817015102474, -0.339319, -1.42547, 0.119714, 0, 0, 0
1539817015211802, -0.339315, -1.42548, 0.119688, 0, 0, 0
1539817015312384, -0.339317, -1.4255, 0.119736, 0, 0, 0
1539817015421543, -0.339313, -1.42547, 0.119686, 0, 0, 0
1539817015522099, -0.339323, -1.42551, 0.119708, 0, 0, 0
1539817015632304, -0.339314, -1.42547, 0.119735, 0, 0, 0
